Nome,Tipo,Grandezza,Dec
DB_PRDATA,Data,8,0
DB_PRNUMER,Numerico,6,0
DB_PRTOTAL,Numerico,14,2
DB_PRTIPCH,Numerico,1,0
DB_PRCHI,Caratteri,40,0
DB_PRTIPOP,Numerico,2,0
DB_PROPER,Caratteri,25,0
DB_PRTIPCO,Numerico,1,0
DB_PRCONTO,Caratteri,5,0
DB_PRMUOVI,Numerico,1,0
DB_PRRICEV,Caratteri,25,0
DB_PRTIPRI,Numerico,1,0
DB_PRRIFER,Caratteri,40,0
DB_PRSALDO,Numerico,1,0
